text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Alternative and Integrative Medicine,"[0, 0, 100, 20]",1,18.0,4,0,0.0165,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"El Sayed et al., Altern Integ Med 2013, 2:3","[0, 0, 100, 20]",1,8.0,9,0,0.0175,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
http://dx.doi.org/10.4172/2327-5162.1000111,"[0, 0, 100, 20]",1,8.0,1,0,0.0215,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Review Article Open Access,"[0, 0, 100, 20]",1,9.0,4,0,0.0115,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic Medicine,"[0, 0, 100, 20]",1,16.0,14,0,0.04,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"El Sayed SM 1 *, Mahmoud HS 2 and Nabo MMH 3,4","[0, 0, 100, 20]",1,8.0,12,0,0.0175,0.0,0.5833333333333334,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"1 Department of Medical Biochemistry, Sohag Faculty of Medicine, Sohag University, Egypt","[0, 0, 100, 20]",1,4.08,12,0,0.0385,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"2 World Federation of Alternative and Complementary Medicine, Cairo Regional Headquarter, Cairo, Egypt","[0, 0, 100, 20]",1,4.08,13,0,0.045,0.0,0.7692307692307693,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"3 Department of Pediatrics, Sohag Teaching Hospital, Sohag, Egypt","[0, 0, 100, 20]",1,4.08,9,0,0.0285,0.0,0.7777777777777778,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"4 Division of Pediatric cardiology, Department of Pediatrics, Maternity and Children Hospital, King Abdullah Medical City, Al-Madinah Al-Munawwarah, Kingdom of Saudi","[0, 0, 100, 20]",1,4.08,21,0,0.0725,0.0,0.7391304347826086,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Arabia,"[0, 0, 100, 20]",1,7.0,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Abstract,"[0, 0, 100, 20]",1,9.0,1,0,0.004,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Cupping therapy is a simple, effective and economic treatment. Cupping therapy is a formal treatment in Chinese","[0, 0, 100, 20]",1,8.0,17,0,0.0475,0.23529411764705882,0.17647058823529413,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"hospitals and in some European countries. Here, we review history of wet cupping therapy and its two distinct","[0, 0, 100, 20]",1,8.0,18,0,0.046,0.1111111111111111,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"methodologies. First method is puncturing and cupping PC method that includes five steps: skin demarcation,","[0, 0, 100, 20]",1,8.0,15,0,0.0465,0.26666666666666666,0.13333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"sterilization, puncturing, cupping and sterilization. Second method is cupping, puncturing and cupping CPC method","[0, 0, 100, 20]",1,8.0,14,0,0.05,0.35714285714285715,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"that includes six steps: skin demarcation, sterilization, first cupping, puncturing, second cupping and sterilization.","[0, 0, 100, 20]",1,8.0,14,0,0.0525,0.21428571428571427,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"CPC method predominates in the Arabic world, while PC method has a worldwide distribution. We report here that","[0, 0, 100, 20]",1,8.0,18,0,0.0465,0.1111111111111111,0.2222222222222222,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
our detailed evidence-based analysis of both methods reveals many novel advantages in the CPC method over the,"[0, 0, 100, 20]",1,8.0,17,0,0.0465,0.058823529411764705,0.05555555555555555,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
PC method. CPC method has a better analgesic effect and benefits more from the viscoelastic nature of the skin.,"[0, 0, 100, 20]",1,8.0,19,0,0.0465,0.05263157894736842,0.10526315789473684,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"During the first cupping step in the CPC method not present in the PC method, a fluid mixture containing causative","[0, 0, 100, 20]",1,8.0,20,0,0.0475,0.15,0.15,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
pathological substances CPS is collected inside skin uplifting due to the effect of negative pressure of sucking,"[0, 0, 100, 20]",1,8.0,17,0,0.048,0.23529411764705882,0.058823529411764705,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
cups. CPS differs from disease to disease according to disease etiology and pathogenesis. That fluid mixture,"[0, 0, 100, 20]",1,8.0,16,0,0.0465,0.25,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"contains collected interstitial fluids with CPS, filtered fluids from blood capillaries with CPS, hemolyzed blood cells","[0, 0, 100, 20]",1,8.0,16,0,0.052,0.1875,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"hemolysed RBCs, WBCs and platelets. That fluid mixture does not contain intact blood cells as their sizes are much","[0, 0, 100, 20]",1,8.0,19,0,0.048,0.21052631578947367,0.15789473684210525,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
bigger than sizes of pores of skin capillaries and cannot be filtered. The fluid mixture is totally excreted in next steps.,"[0, 0, 100, 20]",1,8.0,21,0,0.0515,0.18181818181818182,0.047619047619047616,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"We review here that wet cupping therapy is a highly recommended treatment in prophetic medicine, medicine related","[0, 0, 100, 20]",1,8.0,17,0,0.0485,0.23529411764705882,0.058823529411764705,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
to Prophet Mohammad peace be upon him who said: “The best among what you use in therapy is Al-hijamah CPC,"[0, 0, 100, 20]",1,8.0,20,0,0.043,0.23809523809523808,0.23809523809523808,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
method of wet cupping therapy”.,"[0, 0, 100, 20]",1,8.0,5,0,0.0135,0.16666666666666666,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"In conclusion, CPC method is better than PC method in clearing blood and interstitial spaces from CPS.","[0, 0, 100, 20]",1,8.0,17,0,0.043,0.11764705882352941,0.23529411764705882,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Standardization of methodologies of cupping therapy seems essential to gain optimal outcomes.,"[0, 0, 100, 20]",1,8.0,12,0,0.041,0.25,0.08333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Keywords: Cupping therapy; Prophetic medicine; CPC method; PC,"[0, 0, 100, 20]",1,11.0,8,0,0.027,0.0,0.625,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
method; Boyle’s law; CPS,"[0, 0, 100, 20]",1,9.0,4,0,0.0105,0.0,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Abbreviations: PC Method: Puncturing and Cupping Method; CPC,"[0, 0, 100, 20]",1,11.0,8,0,0.0265,0.0,0.875,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Method: Cupping, puncturing And Cupping Method; CPS: Causative","[0, 0, 100, 20]",1,9.0,8,0,0.0275,0.125,0.875,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Pathological Substances; GIT: Gastrointestinal Tract; ITP: Idiopathic,"[0, 0, 100, 20]",1,9.0,7,0,0.0315,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Thrombocytopenic Purpura; RBCs: Red Blood Cells; TCM: Traditional,"[0, 0, 100, 20]",1,9.0,8,0,0.029,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Chinese Medicine; WBCs: White Blood Cells,"[0, 0, 100, 20]",1,9.0,6,0,0.018,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Introduction,"[0, 0, 100, 20]",1,11.0,1,0,0.006,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
