text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Ontario’s Libraries Working Together,"[0, 0, 100, 20]",1,15.96,4,0,0.0165,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
RFP: Request for Proposal,"[0, 0, 100, 20]",1,32.04,4,0,0.011,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
To Present a Proposal for Developing the Business Plan for the Ontario Digital Library,"[0, 0, 100, 20]",1,24.0,14,0,0.0365,0.14285714285714285,0.6428571428571429,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"March 21, 2003","[0, 0, 100, 20]",1,20.04,3,0,0.006,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that","[0, 0, 100, 20]",1,9.96,18,0,0.042,0.16666666666666666,0.2777777777777778,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,"[0, 0, 100, 20]",1,9.96,15,0,0.04,0.2,0.0625,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
learners and effective contributors towards Ontario’s prosperity.,"[0, 0, 100, 20]",1,9.96,7,0,0.0295,0.0,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Ontario’s Digital Library,"[0, 0, 100, 20]",2,20.04,3,0,0.0115,0.2,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
A Critical Component for Implementing Ontario’s Road Map to Prosperity Strategy,"[0, 0, 100, 20]",2,15.96,11,0,0.0345,0.07692307692307693,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Summary,"[0, 0, 100, 20]",2,12.0,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
The purpose of this Request for Proposal  RFP  is to invite firms and/or consultants to,"[0, 0, 100, 20]",2,11.04,15,0,0.0355,0.13333333333333333,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
