text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Vanilla Cupcake Recipe,"[0, 0, 100, 20]",2,10.6,3,0,0.01,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
2 1/4 cups all purpose flour 1 1/3 cups sugar 3 teaspoons baking powder 1/2 teaspoon salt 1/2 cup shortening 1 cup milk 1 teaspoon vanilla 2 large eggs,"[0, 0, 100, 20]",2,10.0,29,0,0.0615,0.1724137931034483,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Easy Cupcake Recipe Direction s,"[0, 0, 100, 20]",2,10.6,5,0,0.0135,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Preheat oven to 350 degrees. Line cupcake pans with paper liners. Combine flour, sugar, baking powder, and salt in a large mixing bowl. Add shortening, milk, and vanilla. Beat for 1 minute on medium speed. Scrape side of bowl with a spatula.","[0, 0, 100, 20]",2,10.0,42,0,0.1,0.023809523809523808,0.14285714285714285,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"Add eggs to the mixture. Beat for 1 minute on medium speed. Scrape bowl again. Beat on high speed for 1 minute 30 seconds until well mixed. Spoon cupcake batter into paper liners until 1/2 to 2/3 full. Bake for 20 to 25 minutes or until toothpick inserted in center comes out clean. Cool 5 minutes in pans then remove and place on wire racks to cool completely. Once cupcakes are completely cooled, frost with your favorite frosting recipe or decorate as you desire.","[0, 0, 100, 20]",2,10.0,84,0,0.1915,0.10714285714285714,0.09302325581395349,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Chocolate Cupcake Recipe,"[0, 0, 100, 20]",3,10.6,3,0,0.011,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
2 cups all purpose flour 2 cups sugar 1/2 teaspoon baking powder 1 teaspoon salt 1 teaspoon baking soda 1/2 cup shortening 3/4 cup water 2 large eggs 3/4 cup milk 1 teaspoon vanilla 4 ounces melted unsweetened baking chocolate,"[0, 0, 100, 20]",3,10.0,40,0,0.0935,0.175,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Ch ocolate Cupcake Recipe Direction s,"[0, 0, 100, 20]",3,10.6,6,0,0.016,0.16666666666666666,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Preheat oven to 350 degrees. Line cupcake pans with paper liners. Combine all ingredients into large mixing bowl. Mix at low speed for 30 seconds, and scrape bowl. Mix at high speed for 3 minutes.","[0, 0, 100, 20]",2,10.0,35,0,0.081,0.02857142857142857,0.14285714285714285,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Fill liners 1/2 to 2/3 full of batter. Bake 20 to 25 minutes or until toothpick inserted in center comes out clean.,"[0, 0, 100, 20]",3,10.0,22,0,0.047,0.18181818181818182,0.08333333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Cool 10 minutes in pans then remove from pan, and place on wire racks to cool completely.","[0, 0, 100, 20]",3,10.0,17,0,0.0365,0.11764705882352941,0.058823529411764705,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Frost when chocolate cupcakes are completely cool.,"[0, 0, 100, 20]",3,10.0,7,0,0.022,0.14285714285714285,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Peanut Butter and Chocolate Cupcake Recipe,"[0, 0, 100, 20]",4,10.6,6,0,0.0185,0.0,0.8333333333333334,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
2 1/4 cups all purpose flour 1 1/2 cups sugar 1/2 cup creamy peanut butter 3 1/2 teaspoon baking powder 1 teaspoon salt 1/8 teaspoon baking soda 3 tablespoons baking cocoa 1 1/4 cups 2% milk 1 teaspoon vanilla 3 large eggs,"[0, 0, 100, 20]",2,10.0,42,0,0.0905,0.14285714285714285,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Ch ocolate and P eanut Bu tter Cupcakes Recipe Direction s,"[0, 0, 100, 20]",4,10.6,11,0,0.024,0.09090909090909091,0.5454545454545454,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Preheat oven to 350 degrees. If desired, line cupcake pans with paper liners. You may also spray cupcake pas with a butter and flour combination spray that can be found in your local grocery store.","[0, 0, 100, 20]",4,10.0,35,0,0.0815,0.11428571428571428,0.08571428571428572,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Combine all ingredients in a large mixing bowl. Mix at low speed for 30 seconds while scraping bowl. Mix at high speed for 3 minutes, scraping bowl every minute. Spoon cupcake batter into liners until they are 1/2 to 2/3 full. You should have enough batter for 24-36 cupcakes.","[0, 0, 100, 20]",4,10.0,49,0,0.114,0.10204081632653061,0.09615384615384616,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Bake for 20 to 25 minutes or until toothpick inserted in center comes out clean. Cool 10 minutes in pans then move to wire rack to cool completely. Frost your peanut butter and chocolate cupcakes any way you want. You could even try just spreading extra peanut butter as your frosting.,"[0, 0, 100, 20]",2,10.0,51,0,0.1175,0.1568627450980392,0.0784313725490196,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Red Velvet Cupcake Recipe,"[0, 0, 100, 20]",5,10.6,4,0,0.011,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Ingredien ts,"[0, 0, 100, 20]",2,10.6,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
2 1/2 cups all purpose flour 2 cups sugar 1/2 cup baking cocoa powdered 1 teaspoon baking powder 1/4 teaspoon salt 1 teaspoon baking soda 2 sticks butter at room temperature 5 large eggs 1 cup buttermilk see note at bottom 1 teaspoon vanilla 1 teaspoon red food colouring,"[0, 0, 100, 20]",5,10.0,49,0,0.1115,0.1836734693877551,0.0,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Red Velvet Cupcake Recipe Direction s,"[0, 0, 100, 20]",5,10.6,6,0,0.016,0.0,0.8333333333333334,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Combine flour, cocoa, baking powder, baking soda and salt in a mixing bowl. Sift dry ingredients three times.","[0, 0, 100, 20]",5,10.0,18,0,0.046,0.1111111111111111,0.1111111111111111,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Cream together butter and sugar until light and fluffy. Add eggs one at a time, making sure to beat well after each egg.","[0, 0, 100, 20]",5,10.0,23,0,0.049,0.13043478260869565,0.08695652173913043,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
