text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Note:,"[0, 0, 100, 20]",1,12.0,1,0,0.0025,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
The option Enable generative AI features in Acrobat is displayed only if you previously opted in for the generative AI features.,"[0, 0, 100, 20]",1,12.0,21,0,0.054,0.19047619047619047,0.23809523809523808,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Persistent chat history,"[0, 0, 100, 20]",1,16.02,3,0,0.0105,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"You can access your conversation threads with Acrobat's AI Assistant across sessions. You can access the chat history whether your files are stored locally or in the cloud. The chat history includes a timeline to trace how your questions and answers evolved. You can also copy and save the entire chat history at a desired location. The copied chat history does not show the timeline of questions and generated answers. Access a document where you previously used the AI Assistant to generate responses to your queries. The document opens as before, with the full chat history and any associated followup questions.","[0, 0, 100, 20]",1,12.0,101,0,0.2575,0.11764705882352941,0.11764705882352941,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Chat history,"[0, 0, 100, 20]",1,10.5,2,0,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Clear chat history You can clear the chat history and ensure that the AI Assistant treats the document as new so you can ask fresh questions.,"[0, 0, 100, 20]",2,12.0,26,0,0.058,0.15384615384615385,0.15384615384615385,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
To clear chat history:,"[0, 0, 100, 20]",2,16.02,4,0,0.0095,0.25,0.25,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"1. Open the document for which you wish to clear the chat history. Select  in the upper right. 2. Select Clear chat history . A confirmation dialog box will appear, asking you to confirm your selection. Select Clear history . If you don't want to clear your chat history, select Cancel .","[0, 0, 100, 20]",2,12.0,52,0,0.1175,0.18,0.18,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Clear chat history from the AI assistant,"[0, 0, 100, 20]",2,10.5,7,0,0.017,0.0,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Your chat history is cleared. You see a message saying - Your chat history was cleared. To continue asking questions, start a new chat . You can select Start new chat in the lower right to ask questions. The message displays in the AI Assistant as long as the document remains open without reprocessing. Close and reopen the document to reset the Assistant and remove the message.","[0, 0, 100, 20]",3,12.0,67,0,0.157,0.24615384615384617,0.16923076923076924,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Copy chat history,"[0, 0, 100, 20]",3,16.02,3,0,0.0075,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
You can copy all chat history and save it to your desired location. The copied chat history will not include the date separator.,"[0, 0, 100, 20]",3,12.0,23,0,0.053,0.13043478260869565,0.08695652173913043,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
1. Open the document from which you wish to copy the chat history. Select in the upper right.,"[0, 0, 100, 20]",3,12.0,18,0,0.038,0.16666666666666666,0.1111111111111111,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"2. Select Copy full chat . The chat gets copied, and you can paste it at your desired location.","[0, 0, 100, 20]",3,12.0,19,0,0.0385,0.16666666666666666,0.16666666666666666,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Copy chat history from the AI assistant,"[0, 0, 100, 20]",3,10.5,7,0,0.0165,0.0,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Read-aloud generated responses,"[0, 0, 100, 20]",4,24.0,3,0,0.014,0.3333333333333333,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Quickly review the generated responses using the read-aloud feature in Acrobat AI Assistant. The read-aloud feature helps you play the AI Assistant generated response or a part of it in your chat. You can select any sentence and play it. You can also choose to change the voice of the feature. To access the read-aloud feature:,"[0, 0, 100, 20]",4,12.0,56,0,0.136,0.16071428571428573,0.1694915254237288,1,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
1. Open the document you want to review. Select AI Assistant from the lower right and enter your query. A response is generated.,"[0, 0, 100, 20]",4,12.0,23,0,0.053,0.2608695652173913,0.21739130434782608,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
2. Select the speaker icon in the upper right to turn on the read-aloud feature.,"[0, 0, 100, 20]",4,12.0,15,0,0.033,0.13333333333333333,0.0625,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
