text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Numerical Thermal Analysis of Six-Phase PMSMs With Single- and Double-Layer Fractional-Slot Concentrated Windings in Healthy and Faulty Cases,"[0, 0, 100, 20]",1,23.91,18,0,0.062,0.0,0.8095238095238095,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Wessam E. Abdel-Azim 1,2, Alejandro G. Yepes 1, Ahmed Hemeida 3,4, Ayman S. Abdel-Khalik 5,","[0, 0, 100, 20]",1,10.96,15,0,0.0385,0.0,0.6842105263157895,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"Shehab Ahmed 6, and Jesús Doval-Gandoy 1","[0, 0, 100, 20]",1,10.96,7,0,0.017,0.0,0.625,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"1 CINTECX, Universidade de Vigo, APET, Vigo, Spain","[0, 0, 100, 20]",1,6.97,8,0,0.0215,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Department of Electrical Engineering, Alexandria University, Alexandria, Egypt","[0, 0, 100, 20]",1,6.97,8,0,0.0355,0.0,0.875,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Department of Electrical Engineering and Automation, Aalto University, Espoo, Finland","[0, 0, 100, 20]",1,6.97,10,0,0.038,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Department of Electrical Engineering, Cairo University, Giza, Egypt","[0, 0, 100, 20]",1,6.97,8,0,0.03,0.0,0.875,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Department of Electrical and Computer Engineering, Sultan Qaboos University, Muscat, Oman","[0, 0, 100, 20]",1,6.97,11,0,0.0395,0.0,0.8181818181818182,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"6 CEMSE Division, KAUST, Thuwal, Saudi Arabia","[0, 0, 100, 20]",1,6.97,7,0,0.0195,0.0,0.8571428571428571,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Email: wessam.essam@uvigo.es, agyepes@uvigo.es, ahmed.hemeida@aalto.fi, a.abdelkhalik@squ.edu.om,","[0, 0, 100, 20]",1,9.96,5,0,0.0465,0.1111111111111111,0.058823529411764705,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"shehab.ahmed@kaust.edu.sa, jdoval@uvigo.es","[0, 0, 100, 20]",1,9.96,2,0,0.0205,0.25,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Abstract —Multiphase permanent-magnet synchronous ma-,"[0, 0, 100, 20]",1,9.96,5,0,0.0245,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
chines PMSMs with fractional-slot concentrated windings,"[0, 0, 100, 20]",1,8.97,6,0,0.025,0.16666666666666666,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
FSCWs are favored for many uninterruptible applications due,"[0, 0, 100, 20]",1,8.97,8,0,0.026,0.25,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
to their high fault tolerance and torque density. Two different,"[0, 0, 100, 20]",1,8.97,10,0,0.027,0.0,0.1,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
configurations are often adopted: single layer SL and double,"[0, 0, 100, 20]",1,8.97,9,0,0.026,0.2222222222222222,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"layer DL. For SL, each slot is filled with one phase winding,","[0, 0, 100, 20]",1,8.97,12,0,0.025,0.16666666666666666,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"while for DL, two phases can share the same slot. Accordingly,","[0, 0, 100, 20]",1,8.97,11,0,0.026,0.0,0.18181818181818182,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
many research papers advise adopting SL in fault-tolerant,"[0, 0, 100, 20]",1,8.97,8,0,0.025,0.25,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"PMSMs, rather than DL, because SL offers higher physical,","[0, 0, 100, 20]",1,8.97,9,0,0.0245,0.1111111111111111,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"thermal, and electromagnetic isolation between phases. However,","[0, 0, 100, 20]",1,8.97,7,0,0.0285,0.0,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"the lower the thermal isolation, as for DL, the greater the","[0, 0, 100, 20]",1,8.97,11,0,0.0245,0.0,0.09090909090909091,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
heat transfer. This could be expected to reduce the temperature,"[0, 0, 100, 20]",1,8.97,10,0,0.027,0.3,0.1,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"differences between phases, and hence the hot-spot temperatures","[0, 0, 100, 20]",1,8.97,8,0,0.028,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"under unbalanced conditions such as faults. Thus, the established","[0, 0, 100, 20]",1,8.97,9,0,0.0285,0.1111111111111111,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
preference of SL over DL for fault-tolerant PMSMs may be ques-,"[0, 0, 100, 20]",1,8.97,11,0,0.026,0.09090909090909091,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"tioned, and further analysis is necessary. This paper compares the","[0, 0, 100, 20]",1,8.97,10,0,0.0285,0.3,0.1,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
