text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
http://www.google.com/hostednews/afp/article/ALeqM5g6pjdmBNAEyFXqsYygohttp://www.google.com/hostednews/afp/article/ALeqM5g6pjdmBNAEyFXqsYygo-cqBt5wQ cqBt5wQ,"[0, 0, 100, 20]",1,12.0,2,0,0.0775,0.0,0.11764705882352941,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
WASHINGTON AFP — The US government watchdog on religious freedom abroad,"[0, 0, 100, 20]",1,12.0,11,0,0.0305,0.09090909090909091,0.4,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"criticized India for refusing to grant its representatives visas, after their planned trip came under","[0, 0, 100, 20]",1,12.0,15,0,0.0435,0.26666666666666666,0.06666666666666667,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
fire from Hindu conservatives.,"[0, 0, 100, 20]",1,12.0,4,0,0.0135,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"India joins only Cuba in refusing a visit by the US commission, which has been allowed to","[0, 0, 100, 20]",1,12.0,17,0,0.0365,0.29411764705882354,0.17647058823529413,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
visit even nations whose records it frequently criticizes such as China and Saudi Arabia.,"[0, 0, 100, 20]",1,12.0,14,0,0.038,0.07142857142857142,0.21428571428571427,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
A delegation of the US Commission on International Religious Freedom USCIRF had,"[0, 0, 100, 20]",1,12.0,12,0,0.034,0.08333333333333333,0.5833333333333334,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"planned to leave on June 12 for India, where it has voiced concern about a rise in communal","[0, 0, 100, 20]",1,12.0,18,0,0.037,0.2222222222222222,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
violence.,"[0, 0, 100, 20]",1,12.0,1,0,0.0045,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
1 / 1,"[0, 0, 100, 20]",1,8.0,3,0,0.0015,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
