text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
B.S. Research Paper Example Empirical Research Paper,"[0, 0, 100, 20]",1,13.98,7,0,0.023,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
This is an example of a research paper that was written in fulfillment of the B.S. research paper requirement. It uses APA style for all aspects except the cover sheet this page; the cover sheet is required by the department. It describes research that the author was involved in while taking the PSYC 199 course.,"[0, 0, 100, 20]",1,12.0,55,0,0.1295,0.18181818181818182,0.125,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,
The Effects of Interleaving Versus Blocking for Article title,"[0, 0, 100, 20]",1,12.0,9,0,0.0265,0.0,0.6666666666666666,0,0,-20.0,0.0,1,0,0.009999999999999787,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Learning to Conjugate Verbs in the Spanish Language,"[0, 0, 100, 20]",1,11.99,8,0,0.022,0.125,0.625,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Jon Student, Psychology 199, Spring and Fall 2016 PID# A1234567 Thurgood Marshall College Faculty Advisor: Professor Timothy Rickard Name, when research was conducted, PID","[0, 0, 100, 20]",1,11.99,24,0,0.074,0.08333333333333333,0.7083333333333334,0,0,-20.0,0.0,1,0,0.009999999999999787,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"College, faculty advisor","[0, 0, 100, 20]",1,12.0,3,0,0.011,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Faculty advisor signature Date,"[0, 0, 100, 20]",1,11.99,4,0,0.0135,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Your faculty advisor will have to read the completed paper prior to submission. Their signature and date, indicating approval of the paper, is required.","[0, 0, 100, 20]",1,12.0,24,0,0.0645,0.25,0.08333333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
This example was written by a student who had the opportunity to assist with multiple aspects of experimental research in a laboratory at UCSD including completion of data collection and subsequent data analysis.,"[0, 0, 100, 20]",1,12.0,33,0,0.09,0.15151515151515152,0.06060606060606061,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"For further information about the BS paper requirement, please visit: http://www.psychology.ucsd.edu/undergraduate-program/majors-effective-fall2015/research-paper-guidelines.html","[0, 0, 100, 20]",1,12.0,11,0,0.0845,0.0,0.08333333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,
"For information and tips about writing research papers in APA style, please visit: -                                 http://www.psychology.ucsd.edu/undergraduate program/academic writing resources/index.html","[0, 0, 100, 20]",1,12.0,18,0,0.079,0.05555555555555555,0.08,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Running head: INTERLEAVING AND LANGUAGE LEARNING 1,"[0, 0, 100, 20]",2,11.99,7,0,0.022,0.14285714285714285,0.7142857142857143,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
This is the title page in traditional APA style.,"[0, 0, 100, 20]",2,12.0,9,0,0.02,0.1111111111111111,0.2222222222222222,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
The Effects of Interleaving Versus Blocking for,"[0, 0, 100, 20]",1,11.99,7,0,0.0205,0.0,0.7142857142857143,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Learning to Conjugate Verbs in the Spanish Language,"[0, 0, 100, 20]",1,11.99,8,0,0.022,0.125,0.625,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Jon Student,"[0, 0, 100, 20]",2,11.99,2,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Department of Psychology,"[0, 0, 100, 20]",2,11.99,3,0,0.011,0.0,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"University of California, San Diego","[0, 0, 100, 20]",2,11.99,5,0,0.0155,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Author Note,"[0, 0, 100, 20]",2,11.99,2,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Article title,"[0, 0, 100, 20]",1,12.0,2,0,0.006,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Name and affiliation,"[0, 0, 100, 20]",2,12.0,3,0,0.009,0.0,0.3333333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Author note,"[0, 0, 100, 20]",2,12.0,2,0,0.005,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Jon Student, Department of Psychology, University of California, San Diego. This article was completed in fulfillment of the requirements for the author’s Bachelor of","[0, 0, 100, 20]",2,11.99,24,0,0.0715,0.11538461538461539,0.4,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"Science B.S. degree in Psychology at the University of California, San Diego. The author was advised by Steven C. Pan and Professor Timothy C. Rickard.","[0, 0, 100, 20]",2,11.99,25,0,0.0635,0.08,0.6153846153846154,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Please address correspondence to: Jon Student, Department of Psychology, University of","[0, 0, 100, 20]",2,11.99,11,0,0.038,0.0,0.5454545454545454,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"California, San Diego, La Jolla, CA 92093-0109. Email: jstudent@ucsd.edu","[0, 0, 100, 20]",2,11.99,9,0,0.032,0.0,0.5833333333333334,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Author Notes have up to four paragraphs. These often discuss author affiliation, any change affiliation, acknowledgments, and addresses for correspondence.","[0, 0, 100, 20]",2,12.0,20,0,0.068,0.1,0.15,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
INTERLEAVING AND LANGUAGE LEARNING 2,"[0, 0, 100, 20]",3,11.99,5,1,0.016,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Abstract,"[0, 0, 100, 20]",3,11.99,1,0,0.004,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Interleaving, a learning technique which involves practicing on multiple skills in parallel, goes against the standard method of blocking or blocked training that is common in schools and in many types of implicit skill training for example, practicing a sport. While blocked training is convenient for many learners, several previous studies have shown that interleaving can yield statistically significant advantages in learning and in improving memory over blocking. The present study explored the effects of interleaving versus blocked training for learning Spanish verb conjugation skills. Participants with many different language backgrounds excepting Spanish learned to conjugate verbs in the Spanish imperfect and preterite tenses in either a blocked format or interleaved format in a between-subjects design. After a one-week delay, a verb conjugation test was administered. On average, participants learned Spanish verb conjugation skills better if they had been trained using interleaving. This result suggests that interleaving can be beneficial for foreign language learning.","[0, 0, 100, 20]",3,11.99,154,0,0.468,0.22727272727272727,0.07051282051282051,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"The Abstract is typically no more than 250 words in length. It is prefaced with the centered word “Abstract”, and is a one-paragraph summary. It is not indented.","[0, 0, 100, 20]",3,12.0,28,0,0.067,0.2,0.1724137931034483,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
INTERLEAVING AND LANGUAGE LEARNING 3,"[0, 0, 100, 20]",4,11.99,5,1,0.016,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
The Effects of Interleaving Versus Blocking for,"[0, 0, 100, 20]",1,11.99,7,0,0.0205,0.0,0.7142857142857143,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Learning to Conjugate Verbs in the Spanish Language Article title,"[0, 0, 100, 20]",1,12.0,10,0,0.028,0.1,0.6,0,0,-20.0,0.0,1,0,0.009999999999999787,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"For over a decade, learning scientists have compared the effects of learning one skill or topic at a time blocking or blocked training against a technique in which two or more skills are learned simultaneously by switching back and forth between them interleaving or interleaved training. Some studies have found benefits of interleaving and others have found benefits to blocking. For instance, interleaving benefits have been observed for learning algebraic rules e.g., Mayfield & Chase, 2002 and geometric concepts e.g., Taylor & Rohrer, 2010, whereas blocking benefits have been observed for learning to identify degrees of varying line segments e.g., Goldstone, 1996 and French pronunciation rules e.g., Carpenter & Mueller, 2013.","[0, 0, 100, 20]",4,11.99,111,0,0.3125,0.2962962962962963,0.09821428571428571,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Most schools implement blocking for a variety of topics because classes typically do not have enough time during the day to get through entire lesson plans. The use of blocked scheduling, wherein only one skill or concept is covered at one time, alleviates these types of problems. Other reasons include the fact that it is easier for both teachers and students to use blocking because it involves simpler schedules. But is this type of training method optimal for learning, and more importantly, does it yield better retention of learned information and skills over time than interleaving?","[0, 0, 100, 20]",4,11.99,96,0,0.2475,0.17708333333333334,0.041666666666666664,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"To date, there has been little evidence of benefits of interleaving for language learning, relative to blocking. Specifically, in an experiment where English-speaking participants learned French pronunciation rules e.g., Carpenter and Mueller, 2013, practice occurred in blocked or interleaved format and was immediately followed by a final test. Performance was better after blocked training. However, that study measured the direct and immediate retention of learned information and not necessarily the information that would still be remembered after participants","[0, 0, 100, 20]",4,11.99,78,0,0.2445,0.19230769230769232,0.1,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,
"The Introduction section is the first major section of text. It introduces the topic under investigation, reviews prior research on it, and discusses the research that is to follow.","[0, 0, 100, 20]",4,12.0,29,0,0.0765,0.20689655172413793,0.10344827586206896,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"INTERLEAVING AND LANGUAGE LEARNING 4 were able to spend time doing other everyday tasks. By contrast, in the present study, which examined the use of blocked or interleaved training for learning Spanish verb conjugation skills i.e., a type of grammar, such time was given by forcing participants to wait a week before another practice session and another week before testing measures were conducted. This was implemented to ensure that participants were retaining learned information in long-term memory over an extended period and not just immediately after exposure. The differences between blocked learning and interleaving were then measured and compared between subjects after the testing session to see which yielded better learning and memory of that learning.","[0, 0, 100, 20]",5,11.99,116,0,0.326,0.22413793103448276,0.06779661016949153,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Method,"[0, 0, 100, 20]",5,11.99,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Level 1 and 2 headings are used for these two section titles,"[0, 0, 100, 20]",5,12.0,12,0,0.0245,0.16666666666666666,0.08333333333333333,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Participants,"[0, 0, 100, 20]",5,11.99,1,0,0.006,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Ninety-six participants with no prior Spanish experience whatsoever participated in order to earn experimental credit for psychology classes taken at the University of California, San Diego. Forty-one participants were randomly assigned into the blocked learning group and 47 participants were randomly assigned into the interleaved learning group. About half were native English speakers and the remainder spoke a variety of different languages.","[0, 0, 100, 20]",5,11.99,62,0,0.1925,0.14516129032258066,0.140625,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Design,"[0, 0, 100, 20]",5,11.99,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"The experiment was split into three sessions that consisted of two learning sessions followed by a testing session. Each session was separated by exactly one week 7 days of time. Across both sessions, participants in the blocked and interleaved learning groups learned to conjugate verbs in the Spanish preterite and imperfect tenses. Across both groups, assignment of tense preterite or imperfect to the first or second sessions was counterbalanced, some participants had learned the imperfect rules first and preterite rules second, while others had learned the reverse order.","[0, 0, 100, 20]",5,11.99,88,0,0.2455,0.20454545454545456,0.056818181818181816,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"The Method section details how the study was performed. It typically details Participants, Design, Materials, and Procedure.","[0, 0, 100, 20]",5,12.0,17,0,0.054,0.11764705882352941,0.4117647058823529,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
INTERLEAVING AND LANGUAGE LEARNING 5,"[0, 0, 100, 20]",6,11.99,5,1,0.016,0.0,0.8,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Materials,"[0, 0, 100, 20]",6,11.99,1,0,0.0045,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"The materials included four rules each for the preterite and imperfect tenses, written as single sentences in English; three rules for each tense which describe conjugating verbs paired with the ‘I’, ‘you’, and ‘we’ forms of Spanish pronouns; three example sentences in English and Spanish for each of those rules; 32 short answer fill-in-the-blank practice questions in English and Spanish; and 30 multiple-choice final test questions in English and Spanish, with six answer choices each. All materials were shown in English and accompanied by their exact Spanish translations.","[0, 0, 100, 20]",6,11.99,88,0,0.2455,0.1276595744680851,0.14130434782608695,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Procedure,"[0, 0, 100, 20]",6,11.99,1,0,0.0045,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"During the first session, participants began by reading instructions on a computer screen informing them that they would be learning to conjugate verbs in the Spanish language. For participants assigned to the blocked learning group, the first session was spent learning to conjugate verbs in one tense only. For example, in the first session, the rules for conjugating verbs in the preterite tense were shown. Participants then learned to conjugate verbs paired with the ‘I’, ‘you’, and ‘we’ forms of Spanish pronouns in the preterite tense and with respect to three different verbs each. They then practiced conjugating verbs in the preterite tense by completing 16 short answer fill-in-the-blank practice trials. On each trial, after an answer was typed, the correct answer was shown. After the practice trials were finished, the first session concluded. A week later during the second session, the process was repeated for the imperfect tense.","[0, 0, 100, 20]",6,11.99,149,0,0.3995,0.2129032258064516,0.07236842105263158,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
