text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
"than a year after birth. This form, or a written statement that includes all of the information on this form, must be filled out by a close","[0, 0, 100, 20]",1,9.0,27,0,0.0565,0.14814814814814814,0.037037037037037035,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"blood relative e.g., an older brother or sister who has personal knowledge of the details of the passport applicant’s birth or by a","[0, 0, 100, 20]",1,9.0,23,0,0.0545,0.04,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"person who was personally involved in the passport applicant’s birth e.g., the attending physician.","[0, 0, 100, 20]",1,9.0,14,0,0.043,0.1875,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
The person filling out this form is the affiant.,"[0, 0, 100, 20]",1,9.0,9,0,0.02,0.2222222222222222,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
This form is an affidavit. An affidavit is a signed written statement that an affiant swears or affirms is true.,"[0, 0, 100, 20]",1,9.0,20,0,0.0465,0.2,0.1,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
This form is submitted with an application for a U.S. passport.,"[0, 0, 100, 20]",1,9.0,11,0,0.0265,0.18181818181818182,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
AFFIANT The person filling out this form,"[0, 0, 100, 20]",1,12.0,7,0,0.017,0.14285714285714285,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"The affiant is the person who has personal knowledge of and remembers the passport applicant’s birth e.g., a close blood relative or","[0, 0, 100, 20]",1,9.0,22,0,0.0555,0.08333333333333333,0.041666666666666664,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
the attending physician.,"[0, 0, 100, 20]",1,9.0,3,0,0.011,0.3333333333333333,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
The affiant must remember and explain the passport applicant’s birth in detail.,"[0, 0, 100, 20]",1,9.0,12,0,0.034,0.14285714285714285,0.07692307692307693,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
The affiant must submit a clear photocopy of the front and back of the valid government-issued photo identification,"[0, 0, 100, 20]",1,9.0,18,0,0.049,0.05555555555555555,0.05263157894736842,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"the affiant presented to the passport agent, passport acceptance agent, or notary .","[0, 0, 100, 20]",1,9.0,13,0,0.0355,0.08333333333333333,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"The affiant must sign the form or written statement in front of a passport agent, passport acceptance agent, or notary.","[0, 0, 100, 20]",1,9.0,20,0,0.05,0.1,0.05,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"The date of the affiant’s signature must be the same as the date of the passport agent, passport acceptance agent, or notary’s","[0, 0, 100, 20]",1,9.0,22,0,0.0525,0.038461538461538464,0.041666666666666664,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
signature.,"[0, 0, 100, 20]",1,9.0,1,0,0.005,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
PASSPORT APPLICANT The person applying for the passport,"[0, 0, 100, 20]",1,12.0,8,0,0.024,0.125,0.375,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
