text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
"Poster presentations ● Monday, 4 September & Thursday, 7 September 2017","[0, 0, 100, 20]",1,11.04,11,0,0.0305,0.0,0.5555555555555556,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Posters,"[0, 0, 100, 20]",1,11.04,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Posters are to be displayed for the entire conference in the Poster Exhibition. Authors are kindly,"[0, 0, 100, 20]",1,11.04,16,0,0.0415,0.25,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"requested to set up their poster on the corresponding board with the supplied material on Monday,","[0, 0, 100, 20]",1,11.04,16,0,0.041,0.25,0.0625,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
4th September before 10:00. Poster boards have the same number as the titles in the Conference,"[0, 0, 100, 20]",1,11.04,16,0,0.0395,0.0625,0.17647058823529413,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Programme.,"[0, 0, 100, 20]",1,11.04,1,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"The poster session for odd numbers, e.g. P1, P3, P5 etc. will be held on Monday, 4 th September from","[0, 0, 100, 20]",1,11.04,20,0,0.0405,0.1,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
16:30 to 18:30.,"[0, 0, 100, 20]",1,11.04,3,0,0.0065,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"The poster session for even numbers, e.g. P2, P4, P6 etc. will be held on Thursday, 7 th September","[0, 0, 100, 20]",1,11.04,19,0,0.04,0.10526315789473684,0.3,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
from 15:00 to 17:00.,"[0, 0, 100, 20]",1,11.04,4,0,0.0085,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Poster presenters are kindly requested to be present during their poster sessions.,"[0, 0, 100, 20]",1,11.04,12,0,0.0355,0.25,0.08333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Poster boards are made from cork and their size is 980 mm x 1220 mm. The posters should not be,"[0, 0, 100, 20]",1,11.04,20,0,0.0375,0.2,0.1,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
laminated. Mounting materials will be provided on-site.,"[0, 0, 100, 20]",1,11.04,7,0,0.0245,0.5714285714285714,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Best Poster Award,"[0, 0, 100, 20]",1,11.04,3,0,0.0075,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
The Best Poster Award is sponsored by 55 th EHPRG Meeting Organizing Committee. The Award,"[0, 0, 100, 20]",1,11.04,15,0,0.0375,0.13333333333333333,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
presentation ceremony will be held during the Closing Ceremony. All Authors who would like to,"[0, 0, 100, 20]",1,11.04,15,0,0.0395,0.2,0.26666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
participate in the competition can get a sticker at the Registation Desk to mark their posters.,"[0, 0, 100, 20]",1,11.04,16,0,0.04,0.125,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
