text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
ADDRESS:,"[0, 0, 100, 20]",1,12.4,1,1,0.004,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
TOPJUMP,"[0, 0, 100, 20]",1,12.41,1,1,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
3735 PARKWAY,"[0, 0, 100, 20]",1,12.4,2,1,0.0055,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"PIGEON FORGE, TN 37863","[0, 0, 100, 20]",1,12.4,4,1,0.0095,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
NEAR DIXIE STAMPEDE ON THE PARKWAY,"[0, 0, 100, 20]",1,9.4,6,1,0.0145,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
CLOSED TOED SHOES ARE REQUIRED FOR CLIMBING,"[0, 0, 100, 20]",1,7.2,7,1,0.0185,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"PARENTS OR GUARDIANS NOT ATTENDING THE PARTY,","[0, 0, 100, 20]",1,7.2,7,1,0.0195,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
PLEASE VISIT TOPJUMP.COMhttp://TOPJUMP.COM TO FILL OUT WAIVER,"[0, 0, 100, 20]",1,7.2,7,0,0.0275,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
SO YOUR CHILD CAN ATTEND.,"[0, 0, 100, 20]",1,7.2,5,1,0.0105,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
HOPE To SEE Y ou T HERE !,"[0, 0, 100, 20]",1,22.7,8,0,0.009,0.14285714285714285,0.8571428571428571,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
WWW.TOPJUMP.COM,"[0, 0, 100, 20]",1,18.03,1,1,0.0075,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
