text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
PURPOSE AND GENERAL RULES,"[0, 0, 100, 20]",2,14.04,4,1,0.011,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
This user guide has been prepared in order to facilitate the work of applicants when completing the electronic application form as part of an application for a marketing authorisation / extension of a medicinal product for veterinary use.,"[0, 0, 100, 20]",2,11.04,38,0,0.1005,0.13513513513513514,0.02702702702702703,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
How to fill in the electronic application form?,"[0, 0, 100, 20]",2,11.04,8,0,0.02,0.125,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"The electronic application form has been prepared to be filled in by the applicant in case of an application made either by national route or by mutual recognition, decentralised or centralised procedures.","[0, 0, 100, 20]",2,11.04,32,0,0.087,0.21875,0.03125,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
In the case of a mutual recognition or decentralised procedure an application form should be filled in for all competent authorities where the application is made.,"[0, 0, 100, 20]",2,11.04,26,0,0.069,0.15384615384615385,0.038461538461538464,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Since some information may differ between Member States e.g. name of the product, marketing authorisation holder MAH, legal status, contact persons etc…, the appropriate sections should be replicated where necessary. Fields can be duplicated by clicking on a boxed “+” symbol. For relevant sections, the applicant is requested to specify to which Member State the information relates.","[0, 0, 100, 20]",2,11.04,57,0,0.164,0.1896551724137931,0.14035087719298245,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"Where EEA is indicated in the application form, the applicant should understand EEA countries therefore including EU countries.","[0, 0, 100, 20]",2,11.04,18,0,0.055,0.2222222222222222,0.2222222222222222,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
"For national, mutual recognition and decentralised procedures, a completed separate application form is usually required for each strength and pharmaceutical form. For centralised procedures a combined application form for all strengths and pharmaceutical forms is recommended, the relevant sections should be replicated as necessary.","[0, 0, 100, 20]",2,11.04,44,0,0.1455,0.1590909090909091,0.045454545454545456,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Fields relevant for certain types of applications or related to legal basis do only appear after ticking the concerned box.,"[0, 0, 100, 20]",2,11.04,20,0,0.052,0.25,0.05,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Square boxes indicate that multiple choices are possible while round boxes indicate that one choice excludes the other possibilities.,"[0, 0, 100, 20]",2,11.04,19,0,0.0575,0.21052631578947367,0.05263157894736842,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
Some fields have to be filled in by choosing a value from a drop-down list that is based on a controlled dictionary. Further information on the dictionaries used is provided in this document.,"[0, 0, 100, 20]",2,11.04,33,0,0.0795,0.30303030303030304,0.058823529411764705,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,
The e-submissions website http://esubmission.ema.europa.eu/eaf/index.html provides further guidance on:http://esubmission.ema.europa.eu/eaf/index.html,"[0, 0, 100, 20]",2,11.04,8,0,0.0715,0.09090909090909091,0.041666666666666664,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Technical aspects of the electronic application form, in particular the technical user guide and Questions & Answers documents relating to practical and technical aspects of the electronic Application Forms; Information on the dictionaries, including instructions on requesting additional terms to some of the lists.","[0, 0, 100, 20]",2,11.04,44,0,0.1365,0.06976744186046512,0.13953488372093023,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Which language should be used?,"[0, 0, 100, 20]",2,11.04,5,0,0.013,0.4,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
English should be used for a centralised procedure.,"[0, 0, 100, 20]",2,11.04,8,0,0.022,0.25,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
"English should be used for a mutual recognition or decentralised procedures, except in some Member States where the national language should be used. - National language should be used preferably in the case of a national application, except if subsequent mutual recognition procedure is already considered and if the national competent authority where this application is made accepts English.","[0, 0, 100, 20]",2,11.04,59,0,0.168,0.1724137931034483,0.08620689655172414,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
