text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
THE CENTRE FOR HUMANITARIAN DATA,"[0, 0, 100, 20]",1,14.0,5,1,0.014,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
GUIDANCE NOTE SERIES,"[0, 0, 100, 20]",1,12.0,3,1,0.009,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
DATA RESPONSIBILITY IN HUMANITARIAN ACTION,"[0, 0, 100, 20]",1,12.0,5,1,0.019,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
RESPONSIBLE DATA SHARING WITH DONORS,"[0, 0, 100, 20]",1,19.0,5,1,0.016,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
KEY TAKEAWAYS:,"[0, 0, 100, 20]",1,11.0,2,1,0.0065,0.0,1.0,1,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Sharing sensitive personal and non-personal data without adequate safeguards can exacerbate,"[0, 0, 100, 20]",1,11.0,11,0,0.0405,0.18181818181818182,0.08333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"risks for crisis-affected people, humanitarian organizations and donors.","[0, 0, 100, 20]",1,11.0,8,0,0.0325,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Donors regularly request data from the organizations they fund in order to fulfil their obligations,"[0, 0, 100, 20]",1,11.0,15,0,0.0425,0.2,0.06666666666666667,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
and objectives. Some of these requests relate to sensitive information and data which needs to,"[0, 0, 100, 20]",1,11.0,15,0,0.04,0.13333333333333333,0.06666666666666667,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
be protected in order to mitigate risk.,"[0, 0, 100, 20]",1,11.0,7,0,0.0165,0.42857142857142855,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Common objectives for data sharing with donors include: i situational awareness and,"[0, 0, 100, 20]",1,11.0,12,0,0.036,0.16666666666666666,0.08333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"programme design; ii accountability and transparency; and iii legal, regulatory, and policy","[0, 0, 100, 20]",1,11.0,12,0,0.04,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
requirements.,"[0, 0, 100, 20]",1,11.0,1,0,0.0065,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Common constraints related to sharing data with donors include: i lack of regulatory framework,"[0, 0, 100, 20]",1,11.0,14,0,0.0405,0.21428571428571427,0.07142857142857142,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
for responsibly managing sensitive non-personal data; ii capacity gaps; and iii purpose,"[0, 0, 100, 20]",1,11.0,12,0,0.038,0.16666666666666666,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
limitation.,"[0, 0, 100, 20]",1,11.0,1,0,0.0055,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Donors and humanitarian organizations can take the following steps to minimize risks while,"[0, 0, 100, 20]",1,11.0,13,0,0.039,0.15384615384615385,0.07692307692307693,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
maximizing benefits when sharing sensitive data: i reviewing and clarifying the formal or,"[0, 0, 100, 20]",1,11.0,13,0,0.0385,0.23076923076923078,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
informal frameworks that govern the collection and sharing of disaggregated data; ii formalizing,"[0, 0, 100, 20]",1,11.0,13,0,0.042,0.07692307692307693,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
and standardising requests for sensitive data; iii investing in data management capacities of,"[0, 0, 100, 20]",1,11.0,13,0,0.0405,0.23076923076923078,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
staff and organisations; and iv adopting common principles for donor data management.,"[0, 0, 100, 20]",1,11.0,12,0,0.037,0.16666666666666666,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
