text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Application form for grant of LTC advance,"[0, 0, 100, 20]",1,11.67,7,0,0.0175,0.0,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
1. Name of the Government Servant,"[0, 0, 100, 20]",1,9.74,6,0,0.014,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
2. Designation,"[0, 0, 100, 20]",1,9.74,2,0,0.0065,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Date of entering the Central Government,"[0, 0, 100, 20]",1,9.74,6,0,0.017,0.16666666666666666,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Service,"[0, 0, 100, 20]",1,9.74,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
4. PAY + SI + NPA,"[0, 0, 100, 20]",1,9.74,6,1,0.006,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
5. Whether permanent or temporary,"[0, 0, 100, 20]",1,9.74,5,0,0.0145,0.0,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
6. Home Town as recorded in the Service Book,"[0, 0, 100, 20]",1,9.74,9,0,0.018,0.1111111111111111,0.4444444444444444,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Whether wife / husband is employed and if,"[0, 0, 100, 20]",1,9.74,8,0,0.017,0.2857142857142857,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
10.,"[0, 0, 100, 20]",1,9.74,1,0,0.0015,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
11.,"[0, 0, 100, 20]",1,9.74,1,0,0.0015,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
so whether entitled to LTC,"[0, 0, 100, 20]",1,9.74,5,0,0.011,0.4,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Whether the concession is to be availed for,"[0, 0, 100, 20]",1,9.74,8,0,0.018,0.375,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
visiting home town and if so block for which,"[0, 0, 100, 20]",1,9.74,9,0,0.018,0.1111111111111111,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
LTC is to be availed.,"[0, 0, 100, 20]",1,9.74,5,0,0.0085,0.6,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
a If the concession is to visit anywhere in,"[0, 0, 100, 20]",1,9.74,9,0,0.0175,0.2222222222222222,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"India, the place to be visited.","[0, 0, 100, 20]",1,9.74,6,0,0.013,0.3333333333333333,0.16666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
b Block for which to be availed.,"[0, 0, 100, 20]",1,9.74,7,0,0.013,0.2857142857142857,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
headquarters to home town/place of visit by,"[0, 0, 100, 20]",1,9.74,7,0,0.0185,0.14285714285714285,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
shortest route.,"[0, 0, 100, 20]",1,9.74,2,0,0.007,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Persons in respect of whom LTC is proposed to be availed.,"[0, 0, 100, 20]",1,9.74,11,0,0.0235,0.36363636363636365,0.18181818181818182,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
S.No Name Age Relationship,"[0, 0, 100, 20]",1,9.74,4,0,0.0115,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Rs.,"[0, 0, 100, 20]",1,9.74,1,0,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
12. Amount of advance required.,"[0, 0, 100, 20]",1,9.74,5,0,0.0135,0.2,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
I declare that the particulars furnished above are true and correct to the best of my knowledge. I,"[0, 0, 100, 20]",1,9.74,18,0,0.0405,0.16666666666666666,0.1111111111111111,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,"[0, 0, 100, 20]",1,9.74,17,0,0.0415,0.058823529411764705,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,"[0, 0, 100, 20]",1,9.74,22,0,0.044,0.09090909090909091,0.09090909090909091,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"advance, I undertake to refund the entire advance in one lump sum.","[0, 0, 100, 20]",1,9.74,12,0,0.0275,0.16666666666666666,0.08333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
Date,"[0, 0, 100, 20]",1,9.74,1,0,0.002,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Signature of Government Servant.,"[0, 0, 100, 20]",1,9.74,4,0,0.0145,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
