text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Click,"[0, 0, 100, 20]",1,7.89,1,0,0.0025,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Here,"[0, 0, 100, 20]",1,7.89,1,0,0.002,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
for,"[0, 0, 100, 20]",1,5.35,1,0,0.0015,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Fullhttp://dx.doi.org/10.1029/2009GL040248,"[0, 0, 100, 20]",1,9.01,1,0,0.021,0.0,0.14285714285714285,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Article,"[0, 0, 100, 20]",1,10.87,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Direct observations of N 2 O 5 reactivity on ambient aerosol particles,"[0, 0, 100, 20]",1,13.95,12,0,0.0295,0.0,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Timothy H. Bertram, 1,2 Joel A. Thornton, 1 Theran P. Riedel, 3 Ann M. Middlebrook, 4","[0, 0, 100, 20]",1,10.96,16,0,0.035,0.0,0.7058823529411765,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
"Roya Bahreini, 4,5 Timothy S. Bates, 6 Patricia K. Quinn, 6 and Derek J. Coffman 6","[0, 0, 100, 20]",1,10.96,16,0,0.0335,0.0,0.6470588235294118,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
Received 28 July 2009; accepted 10 September 2009; published 8 October 2009.,"[0, 0, 100, 20]",1,7.97,12,0,0.0325,0.25,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,
1  N 2 O 5 reactivity has been measured directly for the first,"[0, 0, 100, 20]",1,10.0,13,0,0.0245,0.23076923076923078,0.15384615384615385,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,
