text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
The Andhra Agric. J 67 Spl: IARD-2020: 75-80,"[0, 0, 100, 20]",1,11.04,8,0,0.0185,0,0.6,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Evaluation of Bio-intensive Integrated Pest Management Strategies against Sugarcane Borer Complex,"[0, 0, 100, 20]",1,13.92,11,0,0.0435,0,0.75,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
D Sudha Rani and K Krishnamma,"[0, 0, 100, 20]",1,11.04,6,0,0.012,0,0.833333333,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"Sugarcane Research Station, Vuyyuru, A. P.","[0, 0, 100, 20]",1,11.04,6,0,0.0185,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
ABSTRACT,"[0, 0, 100, 20]",1,10.08,1,1,0.004,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"One of the major biotic production constraints encountered by sugarcane growing farmers was infestation by sugarcane borers viz ., early shoot borer, internode borer and top shoot borer. Over reliance on synthetic pesticides to manage the sugarcane borer complex may lead to ecological adversity, health related tribulations and unintended consequences hampering the sustainability of the production system. Realizing this, studies on bio intensive pest management BIPM strategies in sugarcane were undertaken at four locations of Krishna district, Andhra Pradesh during the year 2019. The results inferred that the field release of Trichogramma chilonis @ 50,000 ha -1 at 30 DAP and two times after node formation at an interval of 7 days in combination with installation of pheromone traps @ 20 ha -1 for mass trapping at 30 DAP till harvest had registered comparatively less infestation of sugarcane borers. The cumulative per cent dead hearts 7.28 by early shoot borer and per cent incidence 19.15 and intensity of internode borer 1.45 was found to be minimum in BIPM adopted fields as against highest in control plots with 39.47 per cent dead hearts by early shoot borer, 50.52 and 5.81 per cent incidence and intensity of internode borer infesting sugarcane. The chemical based components and farmers practices also registered less infestation of borer complex in sugarcane and are at par to BIPM based management strategies. Hence, it can be witnessed that the prioritization of bio intensive pest management components for sustainable agriculture is the need of the hour.","[0, 0, 100, 20]",1,10.08,247,0,0.6665,0.110655738,0.06374502,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Keywords : BIPM, Sugarcane borers, T.chilonis and Traps.","[0, 0, 100, 20]",1,10.08,8,0,0.0245,0,0.625,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Sugarcane occupies a prominent position in India as commercial and industrial crop, is cultivated in both tropical and subtropical regions. It endows raw material to the major agro based industries of our country i.e ., the sugar industry and supports rural cottage industries to some extent. It also, provides raw material to power generation, alcohol based factories and bio fertilizers manufacturing companies through by products from sugarcane factories such as bagasse, molasses, ethanol and press mud etc Srikanth et al ., 2016. In India sugarcane crop is cultivated in an area of 5.01 M ha with annual production and average productivity of 339 M t and 66.99 t ha -1, respectively Shobharani et al ., 2018. Andhra Pradesh accounts for nearly 8.4 per cent of total cane production of our country covering 10 L ha area with 0.8 L t of annual production abounding nearly 29 sugar factories. Right from germination to till harvest, 212 insect pests and 76 non insect pests were notified to attack the sugarcane crop. Among the destructive pests, infestation by borer pests alone contributes more than 45 per cent of yield loss in sugarcane as inferred by Gupta 1993. The peak incidences of early shoot borer ESB, Chilo infuscatellus snellen at formative stage, internode borer INB, Chilo sacchariphagus indicus Kapur after formation of internodes till harvest and top shoot borer TSB, Scirpophaga","[0, 0, 100, 20]",1,11.04,227,0,0.5865,0.102678571,0.109170306,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
excerptalis Walker damage at grand growth stage of sugarcane result in substantial loss with respect to cane yield and sugar recovery.,"[0, 0, 100, 20]",1,11.04,21,0,0.057,0.047619048,0.047619048,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"The young larva of early shoot borer destroys the apical meristem of sugarcane by boring the spindles downwards and upwards, eventually resulting in drying of central leaf spindle forming dead hearts. Early shoot borer destroys 26-65 per cent of mother shoots Khan and Rao, 1959 resulting in 22-33 per cent loss in cane yield, 12 and 27 per cent loss in sugar recovery and per cent jaggery, respectively Patil and Hapse, 1981. According to Chaudhary 1973 this pest confers a yield loss of 34.4 tonnes ha -1 and 0.25-3.0 units loss with respect to sugar recovery. The internode borer bores the nodal region of the cane, enters the stem and tunnels upwards in characteristic spiral manner resulting in constricted and shortened internodes. The yield loss due to this borer ranges from 10-35 per cent Shivasharanappa et al ., 2010. The pest infestation even at 10 per cent also leads to deterioration in quality of the sugar. The top shoot borer of sugarcane tunnels the upper portion of the stem resulting in dead hearts and bore holes at the shoot top resembles the bunchy top appearance. This pest causes 20 per cent yield loss at early stage, while 50 per cent loss in total crop growth period.","[0, 0, 100, 20]",1,11.04,206,0,0.495,0.092682927,0.066037736,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
