text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
OPEN www.nature.com/scientificreportshttp://www.nature.com/scientificreports,"[0, 0, 100, 20]",1,14,2,0,0.0375,0,0.1111111111111111,0,0,-20,0,1,0,8,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Drug discovery and mechanism prediction with explainable graph neural networks,"[0, 0, 100, 20]",1,26,10,0,0.0345,0,0.1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Conghao Wang, Gaurav Asok Kumar & Jagath C. Rajapakse ?","[0, 0, 100, 20]",1,10,10,0,0.023,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Apprehension of drug action mechanism is paramount for drug response prediction and precision medicine. The unprecedented development of machine learning and deep learning algorithms has expedited the drug response prediction research. However, existing methods mainly focus on forward encoding of drugs, which is to obtain an accurate prediction of the response levels, but omitted to decipher the reaction mechanism between drug molecules and genes. We propose the eXplainable Graph-based Drug response Prediction XGDP approach that achieves a precise drug response prediction and reveals the comprehensive mechanism of action between drugs and their targets. XGDP represents drugs with molecular graphs, which naturally preserve the structural information of molecules and a Graph Neural Network module is applied to learn the latent features of molecules. Gene expression data from cancer cell lines are incorporated and processed by a Convolutional Neural Network module. A couple of deep learning attribution algorithms are leveraged to interpret interactions between drug molecular features and genes. We demonstrate that XGDP not only enhances the prediction accuracy compared to pioneering works but is also capable of capturing the salient functional groups of drugs and interactions with significant genes of cancer cells.","[0, 0, 100, 20]",1,9,191,0,0.5715,0.15706806282722513,0.09895833333333333,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Aiming at facilitating precision medicine in complex disease such as cancer, computational approaches have been increasingly proposed to delve into the reactions between drugs and cancer cells 1 . Recently, numerous machine learning 2,3 and deep learning 4,5 methods have been successfully applied to predict drug response levels precisely. However, most of them target at phenotypic screening 6 and do not come along with a reasonable interpretability, rendering drug reaction mechanism obscure. To expedite precision medicine, it is crucial to elucidate the mechanism of action of drugs and thereby promote novel drug discovery.","[0, 0, 100, 20]",1,9,93,0,0.269,0.21739130434782608,0.0425531914893617,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"A proper representation of a drug molecule is pivotal to any drug response prediction methods. According to recent reviews of molecular representations of drugs 7, there are mainly three categories of representation: linear notations, molecular fingerprints FPs, and graph notations. Linear notations encode the molecule with a vector of string. Two frequently used instances of linear notations are the IUPAC International Chemical Identifier InChI 8, and the Simplified Molecular-Input Line-Entry System SMILES 9 . SMILES strings are more widely used since it encodes the chemical structure into a string of ASCII characters. CaDRReS 10 applied Matrix Factorization to learn the latent features of drugs with the cell line gene expression data and drug sensitivity matrix, and compared the similarity scores derived from learned features and SMILES notations. tCNNs 11 and CDRScan 12 adopted Convolutional Neural Networks CNN to learn a latent representation of drugs? SMILES vector. CNN is a powerful deep learning approach to handle grid-like data in the domain of texts and images, which can be used to encode the linear notations of drugs as well. However, the SMILES notation does not possess the property of locality like texts and images since the physically adjacent atoms in the sequence of SMILES string can be far away from each other in the real molecular environment, and therefore dimisses the structural information of molecules.","[0, 0, 100, 20]",1,9,223,0,0.612,0.11711711711711711,0.14666666666666667,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"Molecular fingerprints, such as Molecular Access System MACCS 13 and Chemically Advanced Template Search 14, identify the key structures of a molecule and represent them with a binary vector where each bit denotes the structure?s existence. A drawback of this kind of representation is that only the pre-defined structure can be recognized, which might hamper the discovery of novel structures. To circumvent this problem, circular fingerprints such as Extended Connectivity FPs ECFPs based on Morgan algorithm 15 has been proposed to iteratively search the substructures of molecules rather than pre-define them. The information of these crucial structures is preserved in this kind of representation, whereas the positional information is lost, and we can hardly track where these sub-structures occur in the molecule. DeepDSC 16 combines Morgan fingerprints of drugs into the latent features of cancer cell lines learned by an auto-encoder. S2DV 17 applied word2vec 18 to","[0, 0, 100, 20]",1,9,147,0,0.414,0.14965986394557823,0.13157894736842105,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"College of Computing and Data Science, Nanyang Technological University, Singapore 639798, Singapore. ? email: ASJagath@ntu.edu.sg","[0, 0, 100, 20]",1,8.5,15,0,0.058,0,0.5882352941176471,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Scientific Reports 2025 15:179 https://doi.org/10.1038/s41598-024-83090-3 1,"[0, 0, 100, 20]",1,8,6,0,0.035,0,0.13333333333333333,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"tokenize ECFP features or SIMLES as drugs? representations. Ma et al. used Atom Pairs AP, MACCS and circular fingerprints as the descriptor of drugs, and performed the quantitative structure activity relationship QSAR study with a Deep Neural Network 19 . Graph notations have recently been brought under the spotlight in the domain of drug representation. Previously, compromising on computational complexity of molecular structures and the confined power of graph learning, aforementioned methods are preferred to denote a molecule even at the cost of loss of information. However, with the advent of Graph Neural Networks GNN in the deep learning domain in recent years, it is now feasible to store and analyze the information from molecules in graphs 20 .","[0, 0, 100, 20]",2,9,119,0,0.3205,0.11965811965811966,0.15384615384615385,0,0,-20,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
