"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_a","font_size_b","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"other Jewish religious texts. The Talmud explains the secret meanings behind the'","words of the Hebrew Scriptures—from the more common method of gematria,'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"words of the Hebrew Scriptures—from the more common method of gematria,'","to the more esoteric method of exchanging certain letters for others, like the'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"to the more esoteric method of exchanging certain letters for others, like the'","method of atbash, where the first letter of the Hebrew alphabet is exchanged for'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"method of atbash, where the first letter of the Hebrew alphabet is exchanged for'","the final letter, and so forth.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"the final letter, and so forth.'","In this book, quotes are taken from the Tanakh and are decoded by the'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"In this book, quotes are taken from the Tanakh and are decoded by the'","Talmud, an authoritative Jewish text. In this book, the definition of decoding a'","-53.67","0","14.4","14.4","0.0","0","0","0","1","1","1","0","0","0","1",""
"Talmud, an authoritative Jewish text. In this book, the definition of decoding a'","message is to analyze, interpret, and extract the underlying meaning and learn'","-53.67","0","14.4","14.4","0.0","0","0","1","1","1","1","0","0","0","1",""
"message is to analyze, interpret, and extract the underlying meaning and learn'","how to apply the message in day-to-day life.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"how to apply the message in day-to-day life.'","The Bible contains two parts: Old Testament Hebrew Scriptures and New'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"The Bible contains two parts: Old Testament Hebrew Scriptures and New'","Testament Greek Scriptures. Jews refer to the Old Testament as the Tanakh .'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Testament Greek Scriptures. Jews refer to the Old Testament as the Tanakh .'","Jews refer to the first five books of the Old Testament as the Torah CJB, Joshua'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Jews refer to the first five books of the Old Testament as the Torah CJB, Joshua'","1:8. The Torah is also referred to as the Book of the Law, Five Books of Moses,'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"1:8. The Torah is also referred to as the Book of the Law, Five Books of Moses,'","Law of Moses, Mosaic Law, or Pentateuch. For simplicity’s sake, we will only'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Law of Moses, Mosaic Law, or Pentateuch. For simplicity’s sake, we will only'","use the Jewish terms Torah and Tanakh in this book. Most of the quotations'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"use the Jewish terms Torah and Tanakh in this book. Most of the quotations'","from the Tanakh in this book come from the Complete Jewish Bible CJB and'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"from the Tanakh in this book come from the Complete Jewish Bible CJB and'","the Jewish Publication Society Bible JPS. In some cases, different translations'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"the Jewish Publication Society Bible JPS. In some cases, different translations'","of the Tanakh will be used to gain a clearer understanding. In Jewish Bibles the'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"of the Tanakh will be used to gain a clearer understanding. In Jewish Bibles the'","term Adonai is another name for God.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"term Adonai is another name for God.'","For non-religious readers of this book, this book takes into account that the'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"For non-religious readers of this book, this book takes into account that the'","term God can also refer to an invisible universal power or spiritual force that'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"term God can also refer to an invisible universal power or spiritual force that'","governs universal law and order such as the “law of gravity.”'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"governs universal law and order such as the “law of gravity.”'","You do not need to become a Jew or covert to their religion, Judaism, to'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"You do not need to become a Jew or covert to their religion, Judaism, to'","become wealthy. Your financial success does not depend on your education, sex,'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"become wealthy. Your financial success does not depend on your education, sex,'","race, or past experiences but rather on the wisdom you learn. The Tanakh says,'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"race, or past experiences but rather on the wisdom you learn. The Tanakh says,'","“By your wisdom and discernment you have acquired wealth” CJB, Ezekiel'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"“By your wisdom and discernment you have acquired wealth” CJB, Ezekiel'","28:4.'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"28:4.'","Now before we begin, let’s explain the religious beliefs of the Jews.'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Now before we begin, let’s explain the religious beliefs of the Jews.'","Testament means ""covenant"" or ""contract."" A covenant is a written agreement'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Testament means ""covenant"" or ""contract."" A covenant is a written agreement'","between two or more parties to perform some guaranteed action. In the Torah it'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"between two or more parties to perform some guaranteed action. In the Torah it'","refers to an agreement between God and his people in which God makes certain'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"refers to an agreement between God and his people in which God makes certain'","promises and requires certain behavior from them in return. The Old Covenant'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"promises and requires certain behavior from them in return. The Old Covenant'","contained in the Torah promised prosperity among other things as a reward for'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"contained in the Torah promised prosperity among other things as a reward for'","obedience. “Observe the words of this covenant and obey them; so that you can'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"obedience. “Observe the words of this covenant and obey them; so that you can'","make everything you do prosper” CJB, Deuteronomy 29:9.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"make everything you do prosper” CJB, Deuteronomy 29:9.'","The Old Covenant was made with the Jewish people in the past: All of you are'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"The Old Covenant was made with the Jewish people in the past: All of you are'","standing today in the presence of the Lord your God—your leaders and chief'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"standing today in the presence of the Lord your God—your leaders and chief'","men, your elders and officials, and all the other men of Israel, together with your'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"men, your elders and officials, and all the other men of Israel, together with your'","children and your wives, and the aliens living in your camps who chop your'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"wood and carry your water. You are standing here in order to enter into a'","covenant with the Lord your God, a covenant the Lord is making with you this'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"covenant with the Lord your God, a covenant the Lord is making with you this'","day and sealing with an oath, to confirm you this day as his people, that he may'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"day and sealing with an oath, to confirm you this day as his people, that he may'","be your God as he promised you and as he swore to your fathers, Abraham, Isaac'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"be your God as he promised you and as he swore to your fathers, Abraham, Isaac'","and Jacob NIV, Deuteronomy 29:10-13.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"and Jacob NIV, Deuteronomy 29:10-13.'","The Old Covenant was also made with the Jewish people of the future: “I am'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"The Old Covenant was also made with the Jewish people of the future: “I am'","making this covenant both with you who stand here today in the presence of the'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"making this covenant both with you who stand here today in the presence of the'","Lord our God, and also with the future generations who are not standing here'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Lord our God, and also with the future generations who are not standing here'","today” NLT, Deuteronomy 29:15.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"today” NLT, Deuteronomy 29:15.'","Non-Jews are known as “foreigners” in the Tanakh and will greatly benefit'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Non-Jews are known as “foreigners” in the Tanakh and will greatly benefit'","from following the Old Covenant. The Tanakh says, ""I will also bless the'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"from following the Old Covenant. The Tanakh says, ""I will also bless the'","foreigners who commit themselves to the Lord"" NLT, Isaiah 56:6. Christians'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"foreigners who commit themselves to the Lord"" NLT, Isaiah 56:6. Christians'","will benefit from following the Old Covenant. Jesus himself said, “Don't ever'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"will benefit from following the Old Covenant. Jesus himself said, “Don't ever'","think that I came to set aside Moses' Teachings or the Prophets” GWT, Matthew'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"think that I came to set aside Moses' Teachings or the Prophets” GWT, Matthew'","5:17. Christ did not invalidate the Old Covenant, except for the requirements of'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"5:17. Christ did not invalidate the Old Covenant, except for the requirements of'","animal sacrifices.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"animal sacrifices.'","Those who don’t obey the Old Covenant may even come under a curse of'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Those who don’t obey the Old Covenant may even come under a curse of'","poverty. “This is what the Lord, the God of Israel, says: Cursed is anyone who'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"poverty. “This is what the Lord, the God of Israel, says: Cursed is anyone who'","does not obey the terms of my covenant” NLT, Jeremiah 11:3. “Remember the'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"does not obey the terms of my covenant” NLT, Jeremiah 11:3. “Remember the'","ancient covenant, and do everything it requires…because they refused to obey, I'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"ancient covenant, and do everything it requires…because they refused to obey, I'","brought upon them all the curses described in this covenant” NLT, Jeremiah'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"brought upon them all the curses described in this covenant” NLT, Jeremiah'","11:6, 8. Jewish people view wealth as a blessing and look down on poverty'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"11:6, 8. Jewish people view wealth as a blessing and look down on poverty'","because it cannot help anyone.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"because it cannot help anyone.'","In this book, scriptures may be partially quoted or taken out of context. The'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"In this book, scriptures may be partially quoted or taken out of context. The'","practice of quoting out of context refers to removing a passage from the rest of'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"practice of quoting out of context refers to removing a passage from the rest of'","the written text. Quoting out of context can sometimes lead to a change in the'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"the written text. Quoting out of context can sometimes lead to a change in the'","intended meaning of the quote. This can be a problem when quotes are taken out'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"intended meaning of the quote. This can be a problem when quotes are taken out'","of certain religious books such as the New Testament, but it does not apply to'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"of certain religious books such as the New Testament, but it does not apply to'","the Torah. Regarding the Torah, every single statement from scripture can be'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"the Torah. Regarding the Torah, every single statement from scripture can be'","viewed as a law, decree, rule, regulation, instruction, ordinance, or statute'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"viewed as a law, decree, rule, regulation, instruction, ordinance, or statute'","Leviticus 26:46.'","-53.67","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Leviticus 26:46.'","Keep in mind that this book will help you to accumulate massive wealth if you'","-53.67","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Keep in mind that this book will help you to accumulate massive wealth if you'","are willing to change your way of doing things. However, it will not help you if'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"are willing to change your way of doing things. However, it will not help you if'","you are not willing to change. The Tanakh says, “When people fall down, don't'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"you are not willing to change. The Tanakh says, “When people fall down, don't'","they get up again? When they discover they're on the wrong road, don't they turn'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"they get up again? When they discover they're on the wrong road, don't they turn'","back? Then why do these people stay on their self-destructive path? They cling'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"back? Then why do these people stay on their self-destructive path? They cling'","tightly to their lies and will not turn around"" NLT, Jeremiah 8:4, 5. Some'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"tightly to their lies and will not turn around"" NLT, Jeremiah 8:4, 5. Some'","people will be stubborn and continue following their own ways of doing things'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"people will be stubborn and continue following their own ways of doing things'","even if it is not helping them accumulate wealth.'","-53.67","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"This book contains the greatest wisdom of the Jews that enables them to'","succeed and become very wealthy. Remember, what you learn is useless if you'","-6.75","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"succeed and become very wealthy. Remember, what you learn is useless if you'","don’t use it. Therefore, at the end of each chapter there is a “Take Action”'","-6.75","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"don’t use it. Therefore, at the end of each chapter there is a “Take Action”'","section that will guide you through the steps that you must take in order to'","-6.75","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"section that will guide you through the steps that you must take in order to'","become wealthy.'","-6.75","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"The people are called Jewish, their faith Judaism, their language Hebrew, and'","their land Israel. The terms Hebrew, Israelite, and Jew have been used'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"their land Israel. The terms Hebrew, Israelite, and Jew have been used'","interchangeably. Israel was the alternate name for Abraham's grandson, Jacob.'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"interchangeably. Israel was the alternate name for Abraham's grandson, Jacob.'","Hence his twelve sons and their descendants became known as the Israelites.'","-51.08","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Hence his twelve sons and their descendants became known as the Israelites.'","The name “Jew” is derived from Judah, the son of Israel Jacob, and one of the'","-51.08","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"The name “Jew” is derived from Judah, the son of Israel Jacob, and one of the'","most prominent of the Twelve Tribes of Israel. “Jew” became the popular name'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"most prominent of the Twelve Tribes of Israel. “Jew” became the popular name'","used for the entire people when the Judeans, from the Kingdom of Judea,'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"used for the entire people when the Judeans, from the Kingdom of Judea,'","survived the downfall of the Northern Kingdom of Israel in 722 B.C. At that'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"survived the downfall of the Northern Kingdom of Israel in 722 B.C. At that'","time ten of the Twelve Tribes were led into captivity.'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"time ten of the Twelve Tribes were led into captivity.'","Jews comprise a very large number of history’s most important figures, people'","-51.08","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Jews comprise a very large number of history’s most important figures, people'","who have had a profound impact on humanity: Physicist Albert Einstein; the'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"who have had a profound impact on humanity: Physicist Albert Einstein; the'","father of psychoanalysis, Sigmund Freud; Communism’s Karl Marx; developers'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"father of psychoanalysis, Sigmund Freud; Communism’s Karl Marx; developers'","of the polio vaccine Dr’s Jonas Salk and Albert Sabin. Approximately 35% of'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"of the polio vaccine Dr’s Jonas Salk and Albert Sabin. Approximately 35% of'","Nobel Prizes have been awarded to Jews. No other ethnic group has even come'","-51.08","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Nobel Prizes have been awarded to Jews. No other ethnic group has even come'","close to matching the abilities and accomplishments of Jews. American'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"close to matching the abilities and accomplishments of Jews. American'","President John Adams said, “The Hebrews have done more to civilize men than'","-51.08","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"President John Adams said, “The Hebrews have done more to civilize men than'","any other nation. If I were an atheist, and believed blind eternal fate, I should'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"any other nation. If I were an atheist, and believed blind eternal fate, I should'","still believe that fate had ordained the Jews to be the most essential instrument'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"still believe that fate had ordained the Jews to be the most essential instrument'","for civilizing the nations.”'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"for civilizing the nations.”'","Jews are estimated to be less than 1% of the world's population yet'","-51.08","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Jews are estimated to be less than 1% of the world's population yet'","approximately 25% of the world's billionaires are Jewish. Jews are always found'","-51.08","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"on lists of the world’s richest people. In 2009, 139 of the Forbes 400 were'","Jewish. 1 According to TheMarker, Oracle founder Larry Ellison is the richest'","-53.83","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Jewish. 1 According to TheMarker, Oracle founder Larry Ellison is the richest'","Jew in the world, with a net worth of $28 billion. Michael Bloomberg, founder'","-53.83","0","14.4","14.4","0.0","1","0","0","1","1","1","0","0","0","1",""
"Jew in the world, with a net worth of $28 billion. Michael Bloomberg, founder'","of Bloomberg news service, ranks as the richest Jew in the media industry, with'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"of Bloomberg news service, ranks as the richest Jew in the media industry, with'","a net worth of $18 billion. Isaac Perlmutter, CEO of Marvel Comics, ranked'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"a net worth of $18 billion. Isaac Perlmutter, CEO of Marvel Comics, ranked'","second on TheMarker, with a net worth of $1.6 billion.'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"second on TheMarker, with a net worth of $1.6 billion.'","Since such a large percent of the wealthiest people in the world are Jewish, a'","-53.83","0","14.4","14.4","0.0","1","1","0","1","1","1","0","0","0","1",""
"Since such a large percent of the wealthiest people in the world are Jewish, a'","common question the world over is, “Why are so many Jews so wealthy?” Their'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"common question the world over is, “Why are so many Jews so wealthy?” Their'","secret lies not in their genetics or intelligence, as some have believed, but in their'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
"secret lies not in their genetics or intelligence, as some have believed, but in their'","religion.'","-53.83","0","14.4","14.4","0.0","1","0","1","1","1","1","0","0","0","1",""
