text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category,style_cluster_id,numbering_info,hierarchy_level
PURPOSE AND GENERAL RULES,"[0, 0, 100, 20]",2,14.04,4,1,0.011,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.99999999999989,Title/Heading,0,,Title
Which language should be used?,"[0, 0, 100, 20]",2,11.04,5,0,0.013,0.4,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.8672145656161713,Title/Heading,1,,H1
ADMINISTRATIVE DATA,"[0, 0, 100, 20]",3,14.04,2,1,0.009,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.999999999999909,Title/Heading,0,,H1
DECLARATION and SIGNATURE,"[0, 0, 100, 20]",3,11.04,3,0,0.0115,0.0,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9099308447316148,Title/Heading,2,,H1
Product Invented name,"[0, 0, 100, 20]",3,11.04,3,0,0.0095,0.3333333333333333,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9950261368355016,Title/Heading,3,,H1
Pharmaceutical form,"[0, 0, 100, 20]",3,11.04,2,0,0.009,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.8123394750212518,Title/Heading,2,,H1
Strength s,"[0, 0, 100, 20]",3,11.04,2,0,0.0045,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9317860008783012,Title/Heading,2,,H1
Active Substances,"[0, 0, 100, 20]",3,11.04,2,0,0.008,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9091643208903234,Title/Heading,4,,H1
Applicant details,"[0, 0, 100, 20]",3,11.04,2,0,0.008,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9622833480478088,Title/Heading,2,,H1
1. TYPE OF APPLICATION,"[0, 0, 100, 20]",4,14.04,4,1,0.0095,0.0,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999999998754,Title/Heading,0,"{'type': 'numeric', 'depth': 1}",H1
1.1 This application concerns,"[0, 0, 100, 20]",4,12.0,4,0,0.013,0.0,0.2,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9990597230017324,Title/Heading,5,"{'type': 'numeric', 'depth': 2}",H2
1.1.1. A Centralised procedure,"[0, 0, 100, 20]",4,12.0,4,0,0.0135,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9984276267993554,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H3
1.1.2. A Mutual recognition procedure,"[0, 0, 100, 20]",4,12.0,5,0,0.0165,0.0,0.2857142857142857,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9979285605932005,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H3
1.1.3. A Decentralised procedure,"[0, 0, 100, 20]",5,12.0,4,0,0.0145,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9983625433655552,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H3
1.1.4. A National procedure,"[0, 0, 100, 20]",5,12.0,4,0,0.012,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.999580469272543,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H3
1.2.1 Changes applied for,"[0, 0, 100, 20]",5,12.0,4,0,0.011,0.25,0.1666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999219080073344,Title/Heading,6,"{'type': 'numeric', 'depth': 3}",H3
1.3 This application is submitted in accordance with the following article in Directive,"[0, 0, 100, 20]",6,12.0,13,0,0.0375,0.1538461538461538,0.1428571428571428,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.855395311952131,Title/Heading,7,"{'type': 'numeric', 'depth': 2}",H2
2001/82/EC,"[0, 0, 100, 20]",6,12.0,1,1,0.005,0.0,0.3333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.99999936402727,Title/Heading,8,"{'type': 'numeric', 'depth': 1}",H1
1.3.1 Article 123 application,"[0, 0, 100, 20]",6,12.0,4,0,0.013,0.0,0.1666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.992278782962656,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H2
1.3.2 Article 131 generic application,"[0, 0, 100, 20]",6,12.0,5,0,0.0165,0.0,0.1428571428571428,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9263005693313012,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H3
1.3.3. Article 133 hybrid application,"[0, 0, 100, 20]",7,12.0,5,0,0.0165,0.0,0.1428571428571428,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9195353115777816,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H3
1.3.4. Article 134 similar biological application,"[0, 0, 100, 20]",8,12.0,6,0,0.022,0.0,0.125,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.7156009418321652,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H3
1.3.5. Article 13a - Well-established use application,"[0, 0, 100, 20]",8,12.0,7,0,0.0235,0.0,0.2222222222222222,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.922386643850325,Title/Heading,5,"{'type': 'numeric', 'depth': 3}",H3
1.3.6. Article 13b - Fixed combination application,"[0, 0, 100, 20]",8,12.0,7,0,0.022,0.1666666666666666,0.25,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9830041551821082,Title/Heading,9,"{'type': 'numeric', 'depth': 3}",H3
