text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category,style_cluster_id,numbering_info,hierarchy_level
21 MONEY Shifts,"[0, 0, 100, 20]",1,48.0,3,0,0.0065,0.0,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,0,"{'type': 'numeric', 'depth': 1}",Title
A BLUEPRINT,"[0, 0, 100, 20]",1,36.0,2,1,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,1,,H1
TO MANIFEST MORE MONEY,"[0, 0, 100, 20]",1,48.0,4,1,0.0095,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,2,,H2
1. Give Up Control,"[0, 0, 100, 20]",2,14.04,4,0,0.0075,0.25,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999842099924,Title/Heading,3,"{'type': 'numeric', 'depth': 1}",H1
2. Let Go of Everything that No Longer Serves its Purpose,"[0, 0, 100, 20]",2,14.04,11,0,0.0235,0.1818181818181818,0.6363636363636364,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999959516573448,Title/Heading,4,"{'type': 'numeric', 'depth': 1}",H1
6. Adopt a Success Mindset,"[0, 0, 100, 20]",4,14.04,5,0,0.011,0.2,0.6,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999101774364,Title/Heading,5,"{'type': 'numeric', 'depth': 1}",H1
7. Give When You’re Lacking,"[0, 0, 100, 20]",4,14.04,5,0,0.0115,0.4285714285714285,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999697890968,Title/Heading,6,"{'type': 'numeric', 'depth': 1}",H1
8. Watch Your Words,"[0, 0, 100, 20]",5,14.04,4,0,0.008,0.25,0.75,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999838859917,Title/Heading,3,"{'type': 'numeric', 'depth': 1}",H1
9. Create a Success Playlist,"[0, 0, 100, 20]",5,14.04,5,0,0.012,0.2,0.6,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999999064534169,Title/Heading,5,"{'type': 'numeric', 'depth': 1}",H1
12. Don’t Wait for Permission,"[0, 0, 100, 20]",7,14.04,5,0,0.0125,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999997650474752,Title/Heading,7,"{'type': 'numeric', 'depth': 1}",H1
