text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,confidence_score,predicted_category,style_cluster_id,numbering_info,hierarchy_level
The Money Code: Become a Millionaire With the Ancient Jewish Code H. W. CHARLES,"[0, 0, 100, 20]",2,23.76,14,0,0.033,0.0714285714285714,0.8571428571428571,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,0,,Title
Edited by Monica Sannicolas ISBN: 978-0-9916903-1-2,"[0, 0, 100, 20]",2,14.4,6,0,0.023,0.1666666666666666,0.4,0,0,-20.0,0.0,1,0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9996884936040602,Title/Heading,1,,H1
Copyright © 2012,"[0, 0, 100, 20]",2,14.4,3,0,0.007,0.0,0.5,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9998472449899553,Title/Heading,2,,H2
LEGAL DISCLAIMER,"[0, 0, 100, 20]",2,20.16,2,1,0.0075,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,3,,H1
"PREFACE It is as if the ordinary language we use every day has a hidden set of signals; a kind of secret code. - William Edgar Stafford 1914–1993, American Poet","[0, 0, 100, 20]",4,20.16,30,0,0.0655,0.1379310344827586,0.2333333333333333,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.999999976557114,Title/Heading,4,,H1
"Although some popular religious texts such as the New Testament, Quran,","[0, 0, 100, 20]",4,14.4,11,0,0.0305,0.0,0.3636363636363636,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,,1,0.9868840997245566,Title/Heading,5,,H2
"In this book, quotes are taken from the Tanakh and are decoded by the","[0, 0, 100, 20]",5,14.4,14,0,0.028,0.2857142857142857,0.1428571428571428,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9949793392291,Title/Heading,6,"{'type': 'roman', 'depth': 1}",H1
The Bible contains two parts: Old Testament Hebrew Scriptures and New,"[0, 0, 100, 20]",5,14.4,11,0,0.0295,0.0,0.6363636363636364,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.964207646244774,Title/Heading,5,,H2
"The study showed that wealth is highest among Jews, followed by mainline","[0, 0, 100, 20]",9,14.4,12,0,0.0305,0.25,0.1666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.995030785396409,Title/Heading,6,,H2
The Tanakh,"[0, 0, 100, 20]",9,14.4,2,0,0.0045,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999931428278378,Title/Heading,7,,H2
The Talmud,"[0, 0, 100, 20]",10,14.4,2,0,0.0045,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999931428278378,Title/Heading,7,,H2
The Mishnah,"[0, 0, 100, 20]",10,14.4,2,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999930021241284,Title/Heading,7,,H2
The Tosefta,"[0, 0, 100, 20]",10,14.4,2,0,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.9999930021241284,Title/Heading,7,,H2
The Shulchan Aruch,"[0, 0, 100, 20]",10,14.4,3,0,0.008,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0.999991062071934,Title/Heading,7,,H2
REFERENCES,"[0, 0, 100, 20]",10,20.16,1,1,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,3,,H1
REFERENCES,"[0, 0, 100, 20]",10,20.16,1,1,0.005,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,3,,H1
Table of Contents,"[0, 0, 100, 20]",12,26.64,3,0,0.0075,0.0,0.6666666666666666,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,1.0,Title/Heading,8,"{'type': 'keyword', 'depth': 1}",H1
